true_class,pred_label,score,accepted,group
frog,frog,-9.019943,True,other
automobile,automobile,-9.268721,True,other
cat,cat,-10.963349,True,other
dog,dog,-6.9406877,True,other
deer,deer,-10.521862,True,other
horse,horse,-7.8250437,True,other
cat,dog,-5.4177613,False,other
airplane,airplane,-10.120101,True,other
horse,horse,-9.41454,True,other
bird,bird,-8.740658,True,other
airplane,airplane,-9.885045,True,other
automobile,automobile,-9.705572,True,other
bird,bird,-8.419139,True,other
deer,deer,-8.975814,True,other
truck,truck,-6.965452,True,other
frog,frog,-9.953114,True,other
deer,deer,-9.566224,True,other
dog,dog,-9.956046,True,other
truck,truck,-8.430508,True,other
horse,horse,-9.4277725,True,other
horse,horse,-8.364446,True,other
frog,frog,-5.6949635,False,other
horse,horse,-8.814832,True,other
deer,deer,-8.715093,True,other
cat,cat,-9.377927,True,other
automobile,automobile,-9.916639,True,other
frog,frog,-9.438955,True,other
truck,truck,-9.774113,True,other
deer,deer,-6.5952373,True,other
ship,ship,-9.195751,True,other
airplane,airplane,-9.546727,True,other
cat,cat,-7.3543005,True,other
automobile,truck,-6.306269,True,other
frog,frog,-4.561228,False,other
deer,deer,-9.110802,True,other
deer,deer,-9.429248,True,other
bird,bird,-4.381784,False,other
automobile,automobile,-9.905047,True,other
deer,deer,-11.097193,True,other
frog,frog,-8.702239,True,other
cat,cat,-7.0895557,True,other
airplane,airplane,-11.45927,True,other
ship,ship,-8.621765,True,other
truck,truck,-8.987392,True,other
horse,horse,-11.514798,True,other
frog,frog,-9.184371,True,other
ship,ship,-8.283834,True,other
deer,deer,-8.595475,True,other
ship,ship,-10.791422,True,other
automobile,automobile,-10.9603615,True,other
deer,deer,-8.045855,True,other
dog,dog,-10.47454,True,other
truck,truck,-9.396456,True,other
deer,deer,-9.209056,True,other
horse,horse,-9.164975,True,other
automobile,automobile,-8.562408,True,other
deer,deer,-9.419893,True,other
dog,dog,-11.06516,True,other
cat,cat,-5.3157907,False,other
automobile,automobile,-10.144846,True,other
bird,bird,-7.3053045,True,other
frog,frog,-11.824284,True,other
deer,deer,-10.1031475,True,other
horse,horse,-8.864067,True,other
automobile,automobile,-9.750339,True,other
dog,cat,-5.4886355,False,other
truck,truck,-9.94556,True,other
cat,cat,-6.704413,True,other
automobile,automobile,-9.231262,True,other
deer,deer,-9.820693,True,other
ship,ship,-9.682631,True,other
horse,horse,-9.158797,True,other
horse,horse,-8.82283,True,other
airplane,airplane,-8.239281,True,other
deer,deer,-5.5411773,False,other
cat,cat,-10.20971,True,other
deer,deer,-9.098385,True,other
frog,bird,-7.942728,True,other
horse,horse,-9.787461,True,other
horse,horse,-8.784519,True,other
dog,dog,-4.872596,False,other
deer,deer,-8.608473,True,other
deer,deer,-8.725604,True,other
deer,deer,-8.406828,True,other
cat,cat,-8.835744,True,other
frog,frog,-10.431717,True,other
frog,frog,-9.207586,True,other
automobile,automobile,-9.542247,True,other
truck,truck,-10.097505,True,other
truck,truck,-11.029518,True,other
horse,horse,-6.907771,True,other
truck,truck,-9.878826,True,other
deer,deer,-9.433592,True,other
cat,cat,-8.800839,True,other
bird,bird,-9.777377,True,other
truck,truck,-10.368658,True,other
ship,ship,-6.603232,True,other
dog,dog,-8.751626,True,other
airplane,airplane,-10.315557,True,other
frog,frog,-8.1915,True,other
truck,truck,-10.048489,True,other
airplane,airplane,-9.969289,True,other
truck,truck,-8.481216,True,other
horse,horse,-8.731547,True,other
ship,ship,-10.430199,True,other
dog,dog,-7.341445,True,other
deer,deer,-8.142896,True,other
deer,deer,-9.772981,True,other
truck,truck,-9.685669,True,other
deer,airplane,-3.124319,False,other
bird,bird,-9.070324,True,other
frog,frog,-9.5984,True,other
frog,frog,-9.126703,True,other
truck,truck,-7.339215,True,other
truck,truck,-9.431715,True,other
horse,horse,-9.679651,True,other
truck,truck,-9.8411045,True,other
truck,truck,-9.352504,True,other
airplane,airplane,-8.183251,True,other
dog,dog,-9.368756,True,other
automobile,automobile,-9.404697,True,other
automobile,automobile,-10.594591,True,other
ship,ship,-6.516165,True,other
frog,frog,-10.1905985,True,other
truck,truck,-10.114047,True,other
truck,truck,-9.638897,True,other
dog,dog,-9.136701,True,other
frog,frog,-9.322335,True,other
dog,dog,-8.388744,True,other
dog,dog,-8.921845,True,other
truck,truck,-8.682387,True,other
horse,horse,-9.537198,True,other
truck,truck,-10.651392,True,other
deer,deer,-9.8981495,True,other
dog,dog,-9.334714,True,other
deer,deer,-6.6385937,True,other
cat,cat,-7.918018,True,other
cat,cat,-4.7039723,False,other
truck,truck,-10.398249,True,other
ship,ship,-9.384102,True,other
ship,ship,-8.7718,True,other
cat,cat,-4.762045,False,other
deer,deer,-8.442168,True,other
ship,ship,-9.64803,True,other
deer,deer,-9.100974,True,other
airplane,airplane,-9.520924,True,other
deer,deer,-8.472661,True,other
airplane,airplane,-9.109895,True,other
horse,horse,-8.49364,True,other
bird,bird,-9.301369,True,other
ship,airplane,-4.718825,False,other
airplane,airplane,-8.53193,True,other
bird,bird,-9.522281,True,other
airplane,airplane,-11.215484,True,other
horse,horse,-7.267456,True,other
deer,deer,-10.037516,True,other
airplane,airplane,-12.200376,True,other
frog,frog,-8.523407,True,other
cat,bird,-6.3294907,True,other
cat,cat,-8.313181,True,other
automobile,automobile,-8.759916,True,other
horse,horse,-10.892993,True,other
deer,deer,-4.447737,False,other
frog,frog,-10.270739,True,other
dog,cat,-6.1889586,True,other
airplane,airplane,-11.1419735,True,other
deer,deer,-8.648256,True,other
truck,truck,-6.7960305,True,other
dog,dog,-10.201411,True,other
frog,frog,-8.949678,True,other
frog,frog,-8.973025,True,other
cat,cat,-8.97281,True,other
airplane,airplane,-10.112887,True,other
dog,dog,-8.803372,True,other
bird,bird,-10.03702,True,other
frog,frog,-5.7657657,True,other
cat,cat,-9.492636,True,other
cat,cat,-8.696393,True,other
ship,ship,-7.204616,True,other
airplane,airplane,-10.105525,True,other
ship,ship,-8.440119,True,other
dog,dog,-9.388886,True,other
deer,deer,-9.995058,True,other
bird,bird,-8.610863,True,other
truck,truck,-11.025443,True,other
dog,dog,-8.410317,True,other
airplane,airplane,-9.903355,True,other
dog,dog,-9.411729,True,other
deer,deer,-9.927967,True,other
ship,ship,-11.19911,True,other
bird,bird,-6.791256,True,other
horse,horse,-9.528227,True,other
frog,frog,-9.041826,True,other
dog,dog,-6.43739,True,other
horse,horse,-8.987468,True,other
ship,ship,-8.892001,True,other
bird,bird,-9.143551,True,other
airplane,airplane,-10.318601,True,other
automobile,automobile,-7.9932404,True,other
ship,ship,-10.679727,True,other
bird,bird,-10.181722,True,other
deer,deer,-8.276656,True,other
ship,ship,-8.784197,True,other
deer,deer,-8.868108,True,other
cat,cat,-11.540972,True,other
airplane,airplane,-10.05532,True,other
deer,deer,-9.264526,True,other
airplane,airplane,-10.948841,True,other
automobile,automobile,-9.702108,True,other
truck,truck,-9.128901,True,other
cat,cat,-8.6023035,True,other
airplane,airplane,-8.48201,True,other
cat,cat,-8.274178,True,other
frog,deer,-9.877079,True,other
dog,cat,-6.946157,True,other
dog,bird,-4.2728834,False,other
bird,bird,-9.913634,True,other
ship,ship,-8.853785,True,other
dog,dog,-7.134272,True,other
airplane,airplane,-10.186345,True,other
ship,truck,-6.983443,True,other
horse,horse,-9.420641,True,other
dog,dog,-8.719249,True,other
bird,bird,-9.021551,True,other
deer,deer,-7.53899,True,other
cat,cat,-10.903031,True,other
horse,horse,-9.02068,True,other
airplane,ship,-8.072398,True,other
bird,bird,-7.986206,True,other
cat,cat,-8.943702,True,other
automobile,automobile,-9.85913,True,other
airplane,airplane,-10.60576,True,other
airplane,airplane,-9.16019,True,other
bird,automobile,-2.5181563,False,other
automobile,automobile,-9.590995,True,other
bird,bird,-9.259874,True,other
automobile,automobile,-9.277185,True,other
deer,deer,-9.0649805,True,other
frog,frog,-9.583228,True,other
horse,horse,-8.394937,True,other
automobile,automobile,-8.372597,True,other
airplane,airplane,-9.2592,True,other
dog,dog,-8.685071,True,other
bird,bird,-11.326562,True,other
dog,dog,-9.629559,True,other
truck,truck,-9.661164,True,other
bird,bird,-9.356474,True,other
dog,dog,-9.158868,True,other
frog,frog,-9.299962,True,other
horse,horse,-8.536186,True,other
automobile,automobile,-10.08382,True,other
truck,truck,-6.053446,True,other
cat,cat,-7.2518764,True,other
frog,frog,-9.387243,True,other
automobile,automobile,-8.317133,True,other
airplane,airplane,-10.417897,True,other
bird,bird,-9.912125,True,other
truck,truck,-9.834566,True,other
deer,deer,-9.292883,True,other
bird,bird,-8.969539,True,other
truck,truck,-10.169533,True,other
cat,cat,-5.89292,True,other
ship,ship,-7.6401153,True,other
bird,bird,-8.398669,True,other
truck,truck,-8.97733,True,other
ship,ship,-10.986671,True,other
dog,dog,-6.8971825,True,other
automobile,automobile,-9.584016,True,other
airplane,airplane,-11.588894,True,other
automobile,automobile,-9.834211,True,other
dog,dog,-9.063086,True,other
bird,bird,-9.925554,True,other
dog,dog,-10.753221,True,other
frog,frog,-9.075381,True,other
ship,ship,-12.369795,True,other
ship,ship,-8.144899,True,other
cat,cat,-11.437433,True,other
dog,bird,-5.7376866,True,other
airplane,airplane,-9.398456,True,other
deer,deer,-8.810312,True,other
automobile,automobile,-9.513739,True,other
cat,cat,-8.126124,True,other
horse,horse,-9.501777,True,other
airplane,airplane,-10.616916,True,other
cat,cat,-6.277804,True,other
cat,cat,-7.0130725,True,other
truck,truck,-10.421555,True,other
bird,bird,-6.3145447,True,other
cat,cat,-8.81801,True,other
truck,truck,-10.552967,True,other
truck,truck,-9.368695,True,other
ship,ship,-10.599165,True,other
dog,dog,-8.751931,True,other
truck,truck,-8.641072,True,other
horse,horse,-5.3550377,False,other
bird,bird,-6.6777596,True,other
airplane,airplane,-6.334968,True,other
truck,truck,-9.741153,True,other
deer,deer,-9.172726,True,other
horse,horse,-8.840711,True,other
automobile,automobile,-8.849819,True,other
horse,cat,-6.636392,True,other
frog,frog,-10.375578,True,other
deer,deer,-8.297306,True,other
deer,deer,-10.093237,True,other
ship,ship,-10.121339,True,other
truck,truck,-9.166174,True,other
airplane,airplane,-11.133046,True,other
horse,horse,-10.021055,True,other
automobile,automobile,-9.655935,True,other
bird,bird,-8.226253,True,other
deer,bird,-2.775414,False,other
airplane,airplane,-6.1595807,True,other
cat,cat,-8.718871,True,other
horse,horse,-11.332549,True,other
dog,dog,-10.128093,True,other
automobile,automobile,-9.634434,True,other
truck,truck,-8.694473,True,other
cat,cat,-10.063419,True,other
dog,dog,-9.2570915,True,other
bird,bird,-9.22352,True,other
deer,deer,-9.563666,True,other
automobile,automobile,-10.477772,True,other
automobile,automobile,-10.182396,True,other
cat,cat,-9.298282,True,other
cat,cat,-9.947637,True,other
truck,truck,-10.1711235,True,other
bird,bird,-10.38065,True,other
dog,dog,-8.7206745,True,other
ship,ship,-10.976336,True,other
airplane,airplane,-7.362351,True,other
ship,ship,-9.84714,True,other
automobile,automobile,-8.80365,True,other
dog,dog,-7.912198,True,other
automobile,automobile,-8.437154,True,other
dog,dog,-8.912269,True,other
truck,truck,-8.584507,True,other
airplane,airplane,-8.636742,True,other
truck,truck,-9.882877,True,other
bird,bird,-10.812176,True,other
deer,deer,-5.797713,True,other
airplane,airplane,-10.496204,True,other
frog,frog,-8.509626,True,other
truck,truck,-9.930547,True,other
automobile,automobile,-10.291359,True,other
automobile,automobile,-10.737963,True,other
cat,cat,-10.727228,True,other
deer,cat,-6.7931004,True,other
truck,truck,-9.409241,True,other
dog,dog,-10.635265,True,other
cat,cat,-8.51278,True,other
cat,cat,-9.040254,True,other
cat,bird,-4.8509903,False,other
cat,cat,-9.681403,True,other
deer,deer,-9.014752,True,other
automobile,automobile,-8.740959,True,other
dog,dog,-6.8944507,True,other
truck,truck,-9.331436,True,other
ship,ship,-8.823437,True,other
horse,horse,-9.347569,True,other
deer,dog,-4.208954,False,other
ship,ship,-9.700624,True,other
horse,horse,-9.672227,True,other
cat,cat,-8.032965,True,other
dog,dog,-7.479739,True,other
bird,bird,-11.257259,True,other
dog,dog,-9.342048,True,other
ship,ship,-10.338138,True,other
truck,truck,-8.1081705,True,other
horse,horse,-9.162147,True,other
bird,bird,-9.289488,True,other
airplane,airplane,-6.517863,True,other
airplane,airplane,-10.087008,True,other
horse,horse,-9.679222,True,other
dog,dog,-9.456358,True,other
cat,cat,-9.860277,True,other
dog,dog,-9.836266,True,other
horse,horse,-9.225748,True,other
deer,horse,-4.929857,False,other
frog,frog,-7.164575,True,other
bird,bird,-8.089249,True,other
ship,ship,-6.7486563,True,other
bird,bird,-9.530201,True,other
horse,horse,-8.882747,True,other
horse,horse,-11.144702,True,other
frog,frog,-9.587442,True,other
automobile,automobile,-9.8920145,True,other
cat,cat,-10.31333,True,other
ship,ship,-8.314189,True,other
frog,frog,-11.741749,True,other
bird,bird,-10.1801815,True,other
airplane,airplane,-10.551305,True,other
deer,deer,-8.9925,True,other
deer,deer,-9.444866,True,other
ship,ship,-11.160521,True,other
frog,frog,-8.783833,True,other
deer,deer,-8.195749,True,other
airplane,airplane,-9.090517,True,other
bird,bird,-8.572533,True,other
dog,dog,-10.787384,True,other
deer,deer,-8.930762,True,other
automobile,automobile,-8.807949,True,other
bird,bird,-7.8197603,True,other
dog,dog,-6.6108956,True,other
deer,deer,-8.30292,True,other
frog,frog,-9.674762,True,other
truck,truck,-9.7630625,True,other
dog,cat,-5.2169237,False,other
airplane,airplane,-11.024758,True,other
dog,dog,-10.015,True,other
bird,bird,-8.307771,True,other
airplane,airplane,-8.770669,True,other
ship,ship,-9.680379,True,other
bird,bird,-9.758544,True,other
frog,frog,-8.267668,True,other
deer,deer,-8.866531,True,other
horse,horse,-10.399016,True,other
truck,truck,-10.215874,True,other
dog,dog,-10.895859,True,other
horse,horse,-9.289751,True,other
bird,bird,-9.811729,True,other
frog,frog,-5.817479,True,other
bird,bird,-9.385358,True,other
automobile,automobile,-9.343506,True,other
truck,truck,-10.04223,True,other
truck,truck,-10.503447,True,other
horse,horse,-8.205755,True,other
bird,bird,-10.730279,True,other
dog,dog,-8.699389,True,other
automobile,automobile,-9.095531,True,other
ship,ship,-8.922139,True,other
automobile,automobile,-10.25292,True,other
frog,frog,-10.748896,True,other
cat,frog,-3.0676646,False,other
airplane,airplane,-8.837188,True,other
ship,ship,-9.7880945,True,other
ship,ship,-8.919384,True,other
dog,dog,-10.784986,True,other
frog,frog,-10.005758,True,other
truck,truck,-10.45855,True,other
truck,truck,-10.345432,True,other
truck,truck,-9.635114,True,other
frog,frog,-9.77866,True,other
cat,cat,-9.384133,True,other
airplane,airplane,-9.981533,True,other
ship,ship,-8.08183,True,other
ship,ship,-10.8736515,True,other
dog,dog,-10.578167,True,other
cat,cat,-8.612321,True,other
cat,cat,-7.250421,True,other
automobile,automobile,-9.858139,True,other
automobile,automobile,-9.958156,True,other
airplane,airplane,-10.48223,True,other
horse,horse,-8.347608,True,other
airplane,airplane,-8.838815,True,other
frog,frog,-7.235722,True,other
airplane,airplane,-11.062811,True,other
deer,deer,-9.027544,True,other
deer,deer,-9.398059,True,other
frog,frog,-8.657347,True,other
dog,dog,-9.590203,True,other
cat,cat,-7.832792,True,other
bird,bird,-8.508638,True,other
truck,truck,-9.758596,True,other
frog,frog,-9.430378,True,other
frog,frog,-10.157204,True,other
horse,horse,-9.258983,True,other
truck,truck,-9.465277,True,other
horse,horse,-9.192132,True,other
horse,horse,-10.302965,True,other
airplane,airplane,-8.247489,True,other
ship,ship,-10.586456,True,other
deer,deer,-6.894438,True,other
bird,bird,-9.895269,True,other
horse,horse,-9.254565,True,other
horse,horse,-9.132435,True,other
horse,horse,-7.079476,True,other
deer,deer,-9.288988,True,other
airplane,airplane,-10.320325,True,other
automobile,automobile,-10.209407,True,other
frog,frog,-10.497025,True,other
airplane,airplane,-11.8213,True,other
dog,dog,-7.288043,True,other
cat,cat,-8.032296,True,other
airplane,airplane,-7.4307714,True,other
bird,bird,-10.796879,True,other
deer,deer,-9.902486,True,other
truck,truck,-8.674912,True,other
horse,horse,-8.348253,True,other
cat,cat,-5.443732,False,other
cat,cat,-9.70309,True,other
bird,bird,-9.6192665,True,other
ship,ship,-9.33332,True,other
ship,ship,-10.09624,True,other
dog,dog,-10.685979,True,other
cat,cat,-9.256579,True,other
ship,ship,-9.116915,True,other
airplane,airplane,-9.637464,True,other
ship,ship,-9.5791235,True,other
airplane,frog,-3.8034124,False,other
airplane,airplane,-10.7020445,True,other
airplane,airplane,-9.620361,True,other
bird,bird,-8.173469,True,other
bird,bird,-5.261903,False,other
horse,horse,-6.1157436,True,other
airplane,airplane,-9.703212,True,other
horse,horse,-6.248618,True,other
horse,horse,-9.112516,True,other
horse,horse,-11.688006,True,other
bird,bird,-5.694612,False,other
bird,bird,-9.644033,True,other
airplane,airplane,-7.0235977,True,other
deer,deer,-9.056853,True,other
airplane,airplane,-10.857349,True,other
cat,cat,-7.441772,True,other
horse,horse,-7.8008575,True,other
ship,ship,-9.468964,True,other
deer,deer,-11.456024,True,other
horse,horse,-9.572742,True,other
truck,truck,-7.5316424,True,other
frog,frog,-9.47634,True,other
automobile,automobile,-9.3971405,True,other
automobile,automobile,-9.100244,True,other
frog,frog,-11.003485,True,other
truck,truck,-10.223065,True,other
cat,cat,-11.35818,True,other
ship,ship,-9.811598,True,other
truck,truck,-10.214869,True,other
dog,dog,-7.0211368,True,other
ship,ship,-10.487911,True,other
cat,cat,-13.104782,True,other
truck,automobile,-6.373611,True,other
deer,deer,-7.136212,True,other
cat,cat,-9.043353,True,other
horse,horse,-8.85806,True,other
dog,dog,-11.222124,True,other
dog,dog,-5.5996685,False,other
bird,bird,-9.973652,True,other
horse,horse,-7.876717,True,other
dog,dog,-8.731921,True,other
horse,horse,-9.421218,True,other
truck,truck,-8.278828,True,other
frog,frog,-10.538744,True,other
cat,cat,-8.755315,True,other
airplane,airplane,-8.724454,True,other
ship,ship,-8.731685,True,other
deer,deer,-5.4933114,False,other
dog,dog,-12.0760765,True,other
frog,frog,-8.298187,True,other
automobile,automobile,-8.572217,True,other
airplane,airplane,-8.37518,True,other
deer,horse,-4.1322308,False,other
ship,ship,-9.5364065,True,other
deer,deer,-8.353988,True,other
horse,horse,-10.010304,True,other
automobile,automobile,-6.108201,True,other
cat,cat,-10.04778,True,other
bird,bird,-8.955487,True,other
airplane,airplane,-9.991256,True,other
truck,truck,-8.7965975,True,other
automobile,automobile,-9.690897,True,other
ship,ship,-12.017511,True,other
ship,truck,-7.748782,True,other
frog,frog,-9.120016,True,other
ship,ship,-8.764403,True,other
automobile,automobile,-9.757556,True,other
horse,horse,-9.345734,True,other
automobile,automobile,-9.107772,True,other
airplane,airplane,-11.452101,True,other
truck,ship,-9.021647,True,other
horse,horse,-8.382199,True,other
frog,frog,-10.794928,True,other
deer,deer,-7.838208,True,other
dog,dog,-7.3913264,True,other
ship,ship,-9.851009,True,other
bird,bird,-8.154669,True,other
automobile,automobile,-10.342638,True,other
bird,bird,-7.979915,True,other
dog,dog,-7.0157022,True,other
ship,ship,-8.873956,True,other
automobile,automobile,-7.5337543,True,other
automobile,automobile,-9.989909,True,other
ship,ship,-9.520125,True,other
ship,ship,-8.842247,True,other
airplane,airplane,-9.088216,True,other
truck,truck,-10.122742,True,other
airplane,airplane,-7.7861867,True,other
airplane,airplane,-9.842148,True,other
deer,bird,-4.745413,False,other
cat,cat,-11.457342,True,other
cat,cat,-10.18756,True,other
dog,dog,-9.268778,True,other
frog,frog,-10.778283,True,other
frog,frog,-5.523702,False,other
cat,dog,-8.032941,True,other
automobile,automobile,-9.518831,True,other
deer,deer,-8.849691,True,other
deer,deer,-8.907321,True,other
horse,horse,-9.927979,True,other
ship,ship,-10.549747,True,other
airplane,airplane,-9.078855,True,other
automobile,automobile,-8.513957,True,other
deer,deer,-8.943891,True,other
ship,ship,-8.190928,True,other
deer,deer,-10.163569,True,other
frog,frog,-7.999641,True,other
bird,bird,-8.419226,True,other
bird,bird,-9.451876,True,other
bird,bird,-9.1352005,True,other
frog,frog,-9.189449,True,other
cat,cat,-12.846264,True,other
deer,deer,-10.121052,True,other
airplane,airplane,-10.090408,True,other
ship,ship,-10.693328,True,other
automobile,automobile,-9.807959,True,other
cat,cat,-10.19657,True,other
ship,ship,-5.0986133,False,other
cat,cat,-7.8397164,True,other
ship,ship,-10.60661,True,other
truck,truck,-9.720905,True,other
automobile,automobile,-8.824441,True,other
frog,frog,-9.5013,True,other
automobile,automobile,-8.344688,True,other
truck,truck,-8.193166,True,other
ship,ship,-9.647333,True,other
bird,bird,-11.357752,True,other
airplane,airplane,-10.482307,True,other
deer,deer,-8.873535,True,other
horse,horse,-9.375208,True,other
deer,deer,-8.99408,True,other
airplane,airplane,-7.2340083,True,other
airplane,airplane,-6.9397426,True,other
horse,horse,-7.4407873,True,other
frog,frog,-9.502729,True,other
ship,ship,-10.530011,True,other
truck,truck,-10.00318,True,other
ship,ship,-7.519277,True,other
frog,frog,-10.252204,True,other
bird,bird,-10.079216,True,other
ship,ship,-8.361872,True,other
ship,ship,-7.4268017,True,other
airplane,airplane,-11.13147,True,other
automobile,automobile,-10.73735,True,other
automobile,automobile,-10.077956,True,other
airplane,airplane,-9.746684,True,other
horse,horse,-9.273062,True,other
horse,horse,-9.309409,True,other
deer,deer,-4.3296485,False,other
deer,deer,-7.954201,True,other
horse,horse,-8.361768,True,other
horse,horse,-6.9348097,True,other
bird,bird,-9.354559,True,other
frog,frog,-9.838711,True,other
frog,frog,-8.732405,True,other
horse,horse,-9.206492,True,other
deer,deer,-9.290973,True,other
dog,dog,-9.527471,True,other
deer,deer,-9.80582,True,other
airplane,airplane,-8.815135,True,other
truck,truck,-9.264767,True,other
deer,deer,-9.561371,True,other
horse,horse,-9.987787,True,other
bird,bird,-9.179194,True,other
dog,dog,-9.232991,True,other
cat,cat,-7.6094556,True,other
bird,bird,-9.1178,True,other
bird,bird,-8.599362,True,other
horse,horse,-10.930719,True,other
frog,frog,-9.203329,True,other
bird,bird,-9.730785,True,other
frog,frog,-9.032904,True,other
deer,deer,-10.05142,True,other
truck,automobile,-8.755603,True,other
frog,frog,-9.819878,True,other
ship,ship,-9.177774,True,other
cat,cat,-8.33773,True,other
ship,ship,-9.309814,True,other
dog,dog,-9.842674,True,other
dog,dog,-10.878443,True,other
bird,bird,-9.965123,True,other
cat,cat,-9.055597,True,other
deer,deer,-8.680248,True,other
dog,dog,-6.4758286,True,other
bird,bird,-6.8513618,True,other
horse,horse,-10.036029,True,other
dog,dog,-6.0715523,True,other
automobile,automobile,-7.9774914,True,other
dog,dog,-10.638575,True,other
cat,cat,-8.107743,True,other
horse,horse,-9.018611,True,other
ship,ship,-8.995819,True,other
ship,ship,-8.879916,True,other
truck,truck,-7.0091677,True,other
frog,frog,-5.7843523,True,other
airplane,airplane,-7.3355775,True,other
truck,truck,-6.5863633,True,other
bird,bird,-9.996775,True,other
frog,frog,-8.361522,True,other
airplane,airplane,-9.02465,True,other
airplane,airplane,-7.999704,True,other
automobile,automobile,-9.585353,True,other
deer,deer,-10.27116,True,other
automobile,automobile,-9.393335,True,other
cat,cat,-9.53133,True,other
dog,dog,-13.444497,True,other
automobile,automobile,-7.973938,True,other
ship,ship,-7.3503566,True,other
truck,truck,-10.347818,True,other
frog,frog,-9.637857,True,other
bird,bird,-8.31885,True,other
frog,frog,-9.203253,True,other
truck,truck,-8.344749,True,other
dog,dog,-5.793131,True,other
frog,frog,-9.135582,True,other
dog,dog,-8.720952,True,other
truck,truck,-10.471724,True,other
automobile,automobile,-9.652572,True,other
deer,deer,-8.5302305,True,other
bird,bird,-10.594959,True,other
ship,truck,-7.3454905,True,other
truck,truck,-8.8734865,True,other
dog,dog,-12.592661,True,other
deer,deer,-7.734841,True,other
horse,horse,-8.020938,True,other
airplane,airplane,-4.9597507,False,other
cat,cat,-10.017503,True,other
horse,horse,-10.784396,True,other
automobile,automobile,-10.7103615,True,other
frog,frog,-9.136031,True,other
truck,truck,-9.612095,True,other
automobile,automobile,-7.378813,True,other
automobile,automobile,-10.439826,True,other
deer,deer,-8.463616,True,other
airplane,airplane,-9.334059,True,other
dog,cat,-5.2748857,False,other
automobile,automobile,-11.176373,True,other
frog,frog,-7.832231,True,other
cat,cat,-9.93656,True,other
airplane,airplane,-6.659998,True,other
bird,bird,-11.894384,True,other
dog,cat,-7.0628314,True,other
dog,dog,-9.345469,True,other
dog,dog,-9.5156,True,other
bird,bird,-10.791067,True,other
ship,truck,-3.393403,False,other
bird,bird,-9.564519,True,other
cat,bird,-6.006529,True,other
automobile,automobile,-9.536091,True,other
frog,frog,-8.666459,True,other
bird,bird,-10.80796,True,other
horse,horse,-9.533328,True,other
airplane,airplane,-8.192703,True,other
ship,ship,-9.468048,True,other
truck,truck,-10.5269575,True,other
bird,bird,-8.108284,True,other
frog,frog,-9.645093,True,other
deer,deer,-10.506111,True,other
horse,horse,-9.016028,True,other
dog,dog,-8.727086,True,other
dog,dog,-9.00247,True,other
ship,ship,-9.165001,True,other
ship,ship,-10.879423,True,other
horse,horse,-9.581018,True,other
ship,ship,-7.6120315,True,other
dog,dog,-10.089091,True,other
horse,horse,-9.212583,True,other
deer,deer,-10.198353,True,other
deer,deer,-9.313195,True,other
airplane,airplane,-9.724852,True,other
airplane,airplane,-11.047507,True,other
horse,horse,-11.546889,True,other
airplane,airplane,-11.412057,True,other
deer,deer,-8.343076,True,other
airplane,airplane,-10.240085,True,other
deer,deer,-8.916065,True,other
deer,deer,-8.133076,True,other
bird,bird,-11.123212,True,other
dog,dog,-9.291191,True,other
deer,deer,-8.628416,True,other
airplane,airplane,-10.724593,True,other
horse,horse,-8.99174,True,other
horse,horse,-4.9644976,False,other
horse,horse,-9.145445,True,other
airplane,airplane,-10.070336,True,other
deer,deer,-7.7368107,True,other
frog,frog,-7.1370564,True,other
bird,bird,-8.408434,True,other
truck,truck,-5.49864,False,other
automobile,automobile,-8.679281,True,other
automobile,automobile,-8.497179,True,other
dog,dog,-7.4858503,True,other
airplane,airplane,-7.445787,True,other
truck,truck,-9.651997,True,other
automobile,automobile,-9.640697,True,other
airplane,airplane,-8.939886,True,other
frog,frog,-8.678011,True,other
dog,dog,-7.702003,True,other
cat,cat,-8.759358,True,other
airplane,airplane,-10.427962,True,other
truck,truck,-9.287519,True,other
airplane,airplane,-9.489013,True,other
frog,frog,-10.345585,True,other
bird,bird,-11.06847,True,other
airplane,bird,-8.347164,True,other
deer,deer,-10.894981,True,other
automobile,automobile,-7.2106223,True,other
frog,frog,-5.631066,False,other
horse,horse,-10.364802,True,other
frog,frog,-9.273277,True,other
automobile,automobile,-9.267661,True,other
airplane,airplane,-10.666049,True,other
deer,deer,-10.689104,True,other
frog,frog,-9.713612,True,other
airplane,airplane,-10.011903,True,other
deer,deer,-9.483845,True,other
deer,deer,-9.473011,True,other
bird,bird,-8.523796,True,other
horse,horse,-7.6160808,True,other
frog,frog,-8.385731,True,other
dog,deer,-6.8974924,True,other
cat,cat,-5.209826,False,other
dog,dog,-11.494074,True,other
truck,truck,-9.677725,True,other
deer,deer,-9.060902,True,other
dog,dog,-8.335744,True,other
bird,bird,-8.883392,True,other
airplane,airplane,-10.175977,True,other
dog,dog,-9.179818,True,other
horse,horse,-8.387044,True,other
bird,bird,-10.799919,True,other
cat,cat,-9.877773,True,other
truck,truck,-8.930992,True,other
deer,deer,-9.348738,True,other
dog,dog,-9.937303,True,other
ship,ship,-9.473329,True,other
automobile,automobile,-8.301128,True,other
truck,truck,-9.83037,True,other
cat,cat,-7.608363,True,other
automobile,automobile,-9.257935,True,other
ship,ship,-7.511416,True,other
dog,dog,-8.759707,True,other
ship,ship,-10.086571,True,other
frog,frog,-10.037038,True,other
frog,frog,-11.162417,True,other
cat,cat,-8.055845,True,other
